area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name,children,working,elderly,p_children,p_working,p_elderly_60plus,dependency_ratio,preschool,primary,junior_secondary,senior_secondary_plus,total_school_age,working_age_15_59,p_preschool,p_primary,p_junior_sec,p_senior_plus,p_school_age,education_dependency_ratio,elderly_65plus,p_elderly,Edu_Count,Health_Count,name_key,n_polygons,dist_hospital_km,dist_school_km,dist_hospital_max,dist_school_max,cluster_kmeans,priority_education,priority_health,priority_dual
Rawanaella,69F,509,39,49,55,49,33,31,33,40,38,42,34,14,20,12,13,5,2,0,0,0,Badulla,Rawanaella,rawanaella,Rawanaella,Rawanaella,1,1.0,AUTO_MATCH_OK,,143,314,52,28.094302554027507,61.68958742632613,10.216110019646365,62.101910828025474,39,49,55,49,192,314,7.662082514734774,9.62671905697446,10.805500982318271,9.62671905697446,37.721021611001966,61.146496815286625,32,6.286836935166994,0.0,6.0,rawanaella,1.0,2.2110069137519024,1.998952024333455,2.2110069137519024,1.998952024333455,1,False,False,False
Karandagolla,69A,1519,154,138,125,114,115,125,128,119,111,100,102,55,52,34,18,13,9,3,1,3,Badulla,Karandagolla,karandagolla,Karandagolla,Karandagolla,1,1.0,AUTO_MATCH_OK,,417,969,133,27.452271231073073,63.79196840026333,8.755760368663594,56.759545923632615,154,138,125,114,531,969,10.138248847926267,9.084924292297563,8.229098090849243,7.504937458854509,34.95720868992758,54.79876160990712,81,5.332455562870309,0.0,0.0,karandagolla,1.0,4.185971230040767,4.894868294379783,4.185971230040767,4.894868294379783,1,False,False,False
Govussa,71A,885,84,73,76,61,66,61,46,56,51,71,60,50,39,29,22,23,10,5,2,0,Badulla,Govussa,govussa,Govussa,Govussa,1,1.0,AUTO_MATCH_OK,,233,522,130,26.327683615819208,58.98305084745763,14.689265536723164,69.54022988505747,84,73,76,61,294,522,9.491525423728813,8.248587570621469,8.587570621468926,6.892655367231638,33.220338983050844,56.32183908045977,91,10.282485875706215,0.0,0.0,govussa,1.0,3.446878032629677,2.5077205741735185,3.446878032629677,2.5077205741735185,0,False,False,False
Ilukpelessa,71,653,64,53,62,40,38,39,55,33,52,41,47,38,44,22,18,5,1,1,0,0,Badulla,Ilukpelessa,ilukpelessa,Ilukpelessa,Ilukpelessa,1,1.0,AUTO_MATCH_OK,,179,383,91,27.411944869831544,58.652373660030634,13.935681470137826,70.49608355091384,64,53,62,40,219,383,9.80091883614089,8.116385911179174,9.494640122511486,6.1255742725880555,33.537519142419605,57.180156657963444,47,7.197549770290965,0.0,0.0,ilukpelessa,1.0,5.690547666253313,4.761478596477858,5.690547666253313,4.761478596477858,0,False,False,False
Ballaketuwa,72B,1728,168,174,126,125,109,117,143,119,125,115,101,100,90,54,36,14,6,4,1,1,Badulla,Ballaketuwa,ballaketuwa,Ballaketuwa,Ballaketuwa,1,1.0,AUTO_MATCH_OK,,468,1054,206,27.083333333333332,60.995370370370374,11.921296296296296,63.946869070208734,168,174,126,125,593,1054,9.722222222222223,10.069444444444445,7.291666666666667,7.233796296296297,34.317129629629626,56.2618595825427,116,6.712962962962964,0.0,0.0,ballaketuwa,1.0,5.462946342157097,4.488337708790734,5.462946342157097,4.488337708790734,0,False,False,False
Namunukula,72B1,1163,128,122,115,81,71,92,95,65,75,76,59,62,53,35,22,8,1,1,2,0,Badulla,Namunukula,namunukula,Namunukula,Namunukula,1,1.0,AUTO_MATCH_OK,,365,676,122,31.38435081685297,58.125537403267415,10.490111779879621,72.0414201183432,128,122,115,81,446,676,11.006018916595012,10.490111779879621,9.888220120378332,6.964746345657781,38.349097162510745,65.97633136094674,69,5.932932072227,0.0,0.0,namunukula,1.0,7.125917587641154,3.187707290335561,7.125917587641154,3.187707290335561,0,False,False,False
Dodamgolla,71B,611,60,63,51,39,24,53,54,39,44,44,43,30,31,17,9,3,0,3,1,3,Badulla,Dodamgolla,dodamgolla,Dodamgolla,Dodamgolla,1,1.0,AUTO_MATCH_OK,,174,370,67,28.477905073649758,60.55646481178396,10.965630114566286,65.13513513513513,60,63,51,39,213,370,9.819967266775777,10.310965630114566,8.346972176759412,6.382978723404255,34.86088379705401,57.567567567567565,36,5.8919803600654665,0.0,0.0,dodamgolla,2.0,5.396627442375656,10.999585521370497,7.842786824631091,18.735429614290787,0,False,False,False
Ellagama,63K,1324,98,117,120,115,85,78,105,96,104,95,78,61,66,42,28,20,10,3,3,0,Badulla,Ellagama,ellagama,Ellagama,Ellagama,1,1.0,AUTO_MATCH_OK,,335,817,172,25.302114803625376,61.70694864048338,12.990936555891238,62.0563035495716,98,117,120,115,450,817,7.401812688821751,8.836858006042297,9.06344410876133,8.685800604229607,33.987915407854985,55.079559363525085,106,8.006042296072508,0.0,0.0,ellagama,1.0,2.7895072969311325,2.507795902878318,2.7895072969311325,2.507795902878318,1,False,False,False
Kahattewela,64A,1581,90,116,149,142,101,106,111,116,98,115,101,71,78,54,47,28,30,18,6,4,Badulla,Kahattewela,kahattewela,Kahattewela,Kahattewela,1,1.0,AUTO_MATCH_OK,,355,961,265,22.45414294750158,60.78431372549019,16.761543327008223,64.51612903225806,90,116,149,142,497,961,5.692599620493358,7.3371283997469945,9.424414927261227,8.981657179000631,31.435800126502212,51.716961498439126,187,11.827956989247312,1.0,0.0,kahattewela,1.0,3.785273435712162,0.5928956010108666,3.785273435712162,0.5928956010108666,1,False,False,False
Eranawela,64B,1676,136,149,152,149,85,106,109,118,136,118,87,91,95,69,29,23,13,7,4,0,Badulla,Eranawela,eranawela,,,1,,UNMATCHED,Eranawela,437,999,240,26.07398568019093,59.60620525059666,14.319809069212411,67.76776776776778,136,149,152,149,586,999,8.1145584725537,8.890214797136037,9.069212410501192,8.890214797136037,34.96420047732697,58.65865865865866,145,8.651551312649165,0.0,0.0,erenawela,1.0,4.926590124812534,0.7322479144149412,4.926590124812534,0.7322479144149412,1,False,False,False
Ranjallawa,64C,2306,196,223,200,175,156,152,163,154,171,161,163,102,93,82,43,33,18,14,3,4,Badulla,Ranjallawa,ranjallawa,Ranjallawa,Ranjallawa,1,1.0,AUTO_MATCH_OK,,619,1397,290,26.843018213356462,60.58109280138768,12.575888985255853,65.06800286327845,196,223,200,175,794,1397,8.49956634865568,9.670424978317433,8.673026886383347,7.588898525585429,34.431916738941894,56.83607730851825,197,8.542931483087598,0.0,0.0,ranjallawa,1.0,2.7526924810026623,1.237279664512581,2.7526924810026623,1.237279664512581,0,False,False,False
Bingethenna,64G,1650,148,162,137,154,119,111,118,117,130,100,99,77,60,53,30,19,11,2,1,2,Badulla,Bingethenna,bingethenna,Bingethenna,Bingethenna,1,1.0,AUTO_MATCH_OK,,447,1025,178,27.090909090909093,62.121212121212125,10.787878787878787,60.97560975609756,148,162,137,154,601,1025,8.969696969696969,9.818181818181818,8.303030303030303,9.333333333333334,36.42424242424242,58.63414634146341,118,7.151515151515151,0.0,0.0,bingethenna,1.0,1.611798104336899,1.3648207205077956,1.611798104336899,1.3648207205077956,1,False,False,False
Kahagolla,64,2120,175,188,193,186,147,155,167,140,133,124,130,109,98,65,59,26,14,6,3,2,Badulla,Kahagolla,kahagolla,Kahagolla,Kahagolla,1,1.0,AUTO_MATCH_OK,,556,1291,273,26.22641509433962,60.89622641509433,12.877358490566039,64.21378776142525,175,188,193,186,742,1291,8.254716981132075,8.867924528301886,9.10377358490566,8.773584905660377,35.0,57.474825716498835,175,8.254716981132075,0.0,0.0,kahagolla,2.0,5.411814506116789,6.833325085254777,9.107116923667393,12.902730259725772,1,False,False,False
Dodamwatta,63G,1500,137,137,147,132,96,93,115,119,88,94,90,75,60,51,32,14,12,7,0,1,Badulla,Dodamwatta,dodamwatta,Dodamwatta,Dodamwatta,1,1.0,AUTO_MATCH_OK,,421,902,177,28.066666666666666,60.13333333333334,11.799999999999999,66.29711751662971,137,137,147,132,553,902,9.133333333333333,9.133333333333333,9.8,8.799999999999999,36.86666666666667,61.30820399113082,117,7.8,0.0,0.0,dodamwatta,1.0,0.9297764932529052,1.5887166499303065,0.9297764932529052,1.5887166499303065,0,False,False,False
Diyathalawa,63B,3297,258,210,183,220,653,394,420,276,184,120,94,82,62,64,35,17,9,8,4,4,Badulla,Diyathalawa,diyathalawa,Diyathalawa,Diyathalawa,1,1.0,AUTO_MATCH_OK,,651,2443,203,19.745222929936308,74.09766454352442,6.1571125265392785,34.95702005730659,258,210,183,220,871,2443,7.825295723384896,6.369426751592357,5.550500454959054,6.6727327873824684,26.417955717318776,35.652885796152276,141,4.276615104640583,1.0,0.0,diyathalawa,1.0,1.2624400936882805,1.579720641454878,1.2624400936882805,1.579720641454878,1,False,False,False
Jayaminipura,64H,1172,110,108,98,100,79,74,92,83,101,97,55,49,40,39,23,15,7,2,0,0,Badulla,Jayaminipura,jayaminipura,Jayaminipura,Jayaminipura,1,1.0,AUTO_MATCH_OK,,316,730,126,26.96245733788396,62.28668941979522,10.750853242320819,60.54794520547945,110,108,98,100,416,730,9.385665529010238,9.215017064846416,8.361774744027302,8.532423208191126,35.49488054607509,56.986301369863014,86,7.337883959044368,0.0,0.0,jayaminipura,1.0,2.175765204621267,1.2866049006519966,2.175765204621267,1.2866049006519966,1,False,False,False
Aluthwela,63D,1275,132,123,104,83,69,74,94,108,111,91,56,53,37,47,41,27,15,9,1,0,Badulla,Aluthwela,aluthwela,Aluthwela,Aluthwela,1,1.0,AUTO_MATCH_OK,,359,739,177,28.15686274509804,57.96078431372549,13.882352941176471,72.53044654939107,132,123,104,83,442,739,10.352941176470589,9.647058823529411,8.15686274509804,6.509803921568627,34.66666666666667,59.810554803788904,140,10.980392156862745,0.0,0.0,aluthwela,1.0,2.723471208667853,1.3790396912507037,2.723471208667853,1.3790396912507037,0,False,False,False
Welanhinna,63J,1100,96,111,89,86,58,82,71,83,61,82,67,71,51,38,17,23,6,6,1,1,Badulla,Welanhinna,welanhinna,Welanhinna,Welanhinna,1,1.0,AUTO_MATCH_OK,,296,661,143,26.90909090909091,60.09090909090909,13.0,66.41452344931922,96,111,89,86,382,661,8.727272727272728,10.09090909090909,8.09090909090909,7.818181818181818,34.72727272727273,57.791225416036305,92,8.363636363636363,0.0,0.0,welanhinna,1.0,3.468753763346935,2.185037565505434,3.468753763346935,2.185037565505434,0,False,False,False
Pahala Kadurugamuwa,63,2142,168,201,185,183,143,124,139,141,182,161,134,113,80,69,46,45,10,6,3,9,Badulla,Pahala Kadurugamuwa,pahala kadurugamuwa,Pahala Kadurugamuwa,Pahala Kadurugamuwa,1,1.0,AUTO_MATCH_OK,,554,1320,268,25.86367880485528,61.62464985994398,12.511671335200747,62.272727272727266,168,201,185,183,737,1320,7.8431372549019605,9.38375350140056,8.636788048552754,8.543417366946779,34.40709617180205,55.833333333333336,188,8.776844070961717,0.0,0.0,pahalakadurugamuwa,1.0,1.7654686967251734,0.9252761954430724,1.7654686967251734,0.9252761954430724,1,False,False,False
Viharakele,63F,1248,124,111,123,94,80,86,112,75,68,68,77,74,62,36,32,12,7,5,2,0,Badulla,Viharakele,viharakele,Viharakele,Viharakele,1,1.0,AUTO_MATCH_OK,,358,734,156,28.685897435897434,58.81410256410257,12.5,70.02724795640327,124,111,123,94,452,734,9.935897435897436,8.89423076923077,9.85576923076923,7.532051282051282,36.217948717948715,61.58038147138964,94,7.532051282051282,0.0,0.0,viharakele,1.0,0.872693709675654,1.4869799577820866,0.872693709675654,1.4869799577820866,0,False,False,False
Umankandura,63H,1994,157,174,185,174,118,132,136,142,153,129,144,88,92,67,35,43,17,6,2,0,Badulla,Umankandura,umankandura,Umankandura,Umankandura,1,1.0,AUTO_MATCH_OK,,516,1216,262,25.877632898696092,60.98294884653962,13.139418254764292,63.98026315789473,157,174,185,174,690,1216,7.873620862587763,8.72617853560682,9.277833500501504,8.72617853560682,34.60381143430291,56.74342105263158,170,8.525576730190572,0.0,0.0,umankandura,1.0,0.6317456800643949,2.0060404442710054,0.6317456800643949,2.0060404442710054,1,False,False,False
Panketiya,63M,2557,260,221,248,187,168,209,194,152,148,171,180,128,112,91,47,22,12,4,2,1,Badulla,Panketiya,panketiya,Panketiya,Panketiya,1,1.0,AUTO_MATCH_OK,,729,1537,291,28.50997262416895,60.109503324208056,11.380524051622997,66.36304489264802,260,221,248,187,916,1537,10.168165819319515,8.642940946421588,9.698865858427846,7.313257723895189,35.823230348064136,59.59661678594665,179,7.000391083300743,0.0,0.0,panketiya,1.0,2.1230800677691186,2.0502007743359845,2.1230800677691186,2.0502007743359845,0,False,False,False
Hela Kadurugamuwa,63I,1508,117,124,130,121,79,103,108,93,107,107,101,84,68,72,35,28,20,9,2,0,Badulla,Hela Kadurugamuwa,hela kadurugamuwa,Hela Kadurugamuwa,Hela Kadurugamuwa,1,1.0,AUTO_MATCH_OK,,371,903,234,24.60212201591512,59.88063660477454,15.517241379310345,66.99889258028793,117,124,130,121,492,903,7.758620689655173,8.222811671087534,8.620689655172415,8.023872679045093,32.62599469496021,54.48504983388705,166,11.007957559681698,0.0,0.0,helakadurugamuwa,1.0,1.8810191127650409,2.135550913800018,1.8810191127650409,2.135550913800018,1,False,False,False
Haputhalegama,63C,1638,133,144,144,145,87,135,100,97,125,120,114,92,78,43,34,25,15,5,1,1,Badulla,Haputhalegama,haputhalegama,Haputhalegama,Haputhalegama,1,1.0,AUTO_MATCH_OK,,421,1015,202,25.7020757020757,61.965811965811966,12.332112332112333,61.37931034482759,133,144,144,145,566,1015,8.11965811965812,8.791208791208792,8.791208791208792,8.852258852258853,34.55433455433455,55.76354679802956,124,7.57020757020757,0.0,0.0,haputhalegama,1.0,2.835924751409986,2.5387227790476645,2.835924751409986,2.5387227790476645,1,False,False,False
Glenanore,64F,2383,216,256,229,181,168,160,191,160,155,150,137,117,98,98,39,18,7,3,0,0,Badulla,Glenanore,glenanore,Glenanore,Glenanore,1,1.0,AUTO_MATCH_OK,,701,1419,263,29.416701636592528,59.54678976080571,11.036508602601762,67.93516560958422,216,256,229,181,882,1419,9.064204783885858,10.742761225346202,9.60973562736047,7.595467897608057,37.01216953420059,62.15644820295984,165,6.92404532102392,0.0,0.0,glenanore,1.0,4.152727975099923,2.458169549446761,4.152727975099923,2.458169549446761,0,False,False,False
Horadorowwa,63E,1005,65,102,85,70,46,57,53,85,85,74,70,53,59,38,29,19,8,4,1,2,Badulla,Horadorowwa,horadorowwa,Horadorowwa,Horadorowwa,1,1.0,AUTO_MATCH_OK,,252,593,160,25.07462686567164,59.00497512437811,15.92039800995025,69.47723440134908,65,102,85,70,322,593,6.467661691542288,10.149253731343283,8.45771144278607,6.965174129353234,32.039800995024876,54.300168634064086,101,10.049751243781095,0.0,0.0,horadorowwa,1.0,4.64260680064537,3.627411719224604,4.64260680064537,3.627411719224604,0,False,False,False
Magiripura,63L,2079,196,193,182,171,165,145,153,124,126,143,127,119,89,59,46,20,10,5,4,2,Badulla,Magiripura,magiripura,Magiripura,Magiripura,1,1.0,AUTO_MATCH_OK,,571,1273,235,27.465127465127466,61.231361231361234,11.303511303511304,63.31500392772978,196,193,182,171,742,1273,9.427609427609427,9.283309283309285,8.754208754208754,8.225108225108226,35.69023569023569,58.287509819324434,146,7.022607022607022,1.0,3.0,magiripura,1.0,3.08293093875586,1.5119846351503765,3.08293093875586,1.5119846351503765,0,False,False,False
Kolathenna,63P,504,37,31,46,43,40,35,31,22,32,39,40,33,28,25,13,4,1,2,2,0,Badulla,Kolathenna,kolathenna,Kolathenna,Kolathenna,1,1.0,AUTO_MATCH_OK,,114,315,75,22.61904761904762,62.5,14.880952380952381,60.0,37,31,46,43,157,315,7.341269841269842,6.15079365079365,9.126984126984127,8.531746031746032,31.150793650793652,49.84126984126984,47,9.325396825396826,0.0,3.0,kolathenna,1.0,1.829859233099185,1.3917312625462743,1.829859233099185,1.3917312625462743,1,False,False,False
Haputhale Town,63A,3957,347,387,368,330,295,255,340,286,273,235,205,190,163,139,73,44,17,6,1,3,Badulla,Haputhale Town,haputhale town,Haputhale Town,Haputhale Town,1,1.0,AUTO_MATCH_OK,,1102,2409,446,27.849380844073796,60.87945413191812,11.271165024008086,64.2590286425903,347,387,368,330,1432,2409,8.76926964872378,9.78013646702047,9.299974728329543,8.33965125094769,36.18903209502148,59.44375259443753,283,7.1518827394490785,1.0,0.0,haputhaletown,1.0,0.4821852109475992,0.5721629571689653,0.4821852109475992,0.5721629571689653,0,False,False,False
Pitarathmale,64D,2800,286,254,258,184,178,197,227,192,174,169,199,138,143,118,43,21,6,10,3,0,Badulla,Pitarathmale,pitarathmale,Pitarathmale,Pitarathmale,1,1.0,AUTO_MATCH_OK,,798,1658,344,28.499999999999996,59.21428571428572,12.285714285714286,68.87816646562122,286,254,258,184,982,1658,10.214285714285715,9.071428571428571,9.214285714285714,6.571428571428571,35.07142857142857,59.22798552472859,201,7.178571428571429,0.0,0.0,pitarathmale,1.0,2.480106788376788,1.3630899780312176,2.480106788376788,1.3630899780312176,0,False,False,False
Dambethenna,63O,4349,479,485,332,237,266,327,403,278,261,286,272,242,190,155,73,43,15,2,3,0,Badulla,Dambethenna,dambethenna,Dambethenna,Dambethenna,1,1.0,AUTO_MATCH_OK,,1296,2572,481,29.799954012416645,59.14003219130834,11.060013796275006,69.09020217729393,479,485,332,237,1533,2572,11.014026212922511,11.151988962979996,7.633938836514141,5.449528627270637,35.24948263968729,59.603421461897355,291,6.6911933777879975,3.0,0.0,dambethenna,1.0,0.4288191756476855,0.4860559705739063,0.4288191756476855,0.4860559705739063,0,False,False,False
Thotalagala,63N,1206,114,121,121,75,94,108,92,64,54,87,68,58,57,43,28,13,7,0,2,0,Badulla,Thotalagala,thotalagala,Thotalagala,Thotalagala,1,1.0,AUTO_MATCH_OK,,356,700,150,29.519071310116086,58.043117744610285,12.437810945273633,72.28571428571429,114,121,121,75,431,700,9.45273631840796,10.033167495854062,10.033167495854062,6.218905472636816,35.7379767827529,61.57142857142858,93,7.711442786069651,1.0,0.0,thotalagala,1.0,2.1350724537739865,0.821744431692714,2.1350724537739865,0.821744431692714,0,False,False,False
Galkanda,64E,1427,144,124,131,116,127,115,83,74,81,81,92,86,56,59,29,13,7,7,1,1,Badulla,Galkanda,galkanda,Galkanda,Galkanda,1,1.0,AUTO_MATCH_OK,,399,855,173,27.960756832515766,59.915907498248075,12.12333566923616,66.90058479532163,144,124,131,116,515,855,10.091100210231255,8.689558514365803,9.18009810791871,8.128941836019623,36.08969866853539,60.23391812865497,117,8.199018920812893,0.0,3.0,galkanda,1.0,1.2508350109156312,1.187302955297863,1.2508350109156312,1.187302955297863,0,False,False,False
Weerakongama,158G,1137,124,114,71,61,104,105,79,69,61,76,92,50,42,32,18,22,9,3,0,5,Badulla,Weerakongama,weerakongama,Weerakongama,Weerakongama,1,1.0,AUTO_MATCH_OK,,309,697,131,27.176781002638524,61.301671064204044,11.521547933157432,63.127690100430414,124,114,71,61,370,697,10.90589270008795,10.026385224274406,6.244503078276165,5.364995602462621,32.54177660510114,53.08464849354376,89,7.827616534740544,0.0,0.0,weerakongama,1.0,7.283108736880769,4.173706548830152,7.283108736880769,4.173706548830152,0,False,False,False
Kalupahana,158,909,64,74,88,89,53,44,56,51,66,58,67,58,47,31,29,20,9,3,2,0,Badulla,Kalupahana,kalupahana,Kalupahana,Kalupahana,1,1.0,AUTO_MATCH_OK,,226,542,141,24.86248624862486,59.625962596259626,15.51155115511551,67.71217712177122,64,74,88,89,315,542,7.04070407040704,8.14081408140814,9.68096809680968,9.79097909790979,34.65346534653465,58.11808118081181,94,10.34103410341034,0.0,0.0,kalupahana,1.0,6.769773117579324,1.040701913450597,6.769773117579324,1.040701913450597,1,False,False,False
Haldummulla,157A,1725,128,185,170,166,115,124,112,106,119,119,95,76,64,63,39,26,12,5,1,0,Badulla,Haldummulla,haldummulla,Haldummulla,Haldummulla,1,1.0,AUTO_MATCH_OK,,483,1032,210,28.000000000000004,59.82608695652174,12.173913043478262,67.15116279069767,128,185,170,166,649,1032,7.420289855072464,10.72463768115942,9.855072463768117,9.623188405797102,37.6231884057971,62.8875968992248,146,8.46376811594203,0.0,0.0,haldummulla,1.0,6.630580286253123,1.8209143857509615,6.630580286253123,1.8209143857509615,0,False,False,False
Beragala,157B,2668,277,316,255,222,162,189,224,162,140,146,129,133,117,97,41,31,9,6,5,7,Badulla,Beragala,beragala,Beragala,Beragala,1,1.0,AUTO_MATCH_OK,,848,1507,313,31.784107946026985,56.48425787106447,11.731634182908547,77.04047777040478,277,316,255,222,1070,1507,10.38230884557721,11.84407796101949,9.557721139430285,8.320839580209896,40.104947526236884,71.0019907100199,196,7.34632683658171,0.0,0.0,beragala,1.0,6.151805209538707,2.649192991233704,6.151805209538707,2.649192991233704,0,False,False,False
Viharagala,157G,2760,209,264,335,244,153,182,195,182,180,164,162,141,113,115,52,36,19,10,3,1,Badulla,Viharagala,viharagala,Viharagala,Viharagala,1,1.0,AUTO_MATCH_OK,,808,1603,349,29.275362318840582,58.07971014492753,12.644927536231885,72.17716781035558,209,264,335,244,1052,1603,7.5724637681159415,9.565217391304348,12.13768115942029,8.840579710144928,38.11594202898551,65.62694946974423,236,8.550724637681158,1.0,0.0,viharagala,1.0,2.98055055746379,0.9591813901347518,2.98055055746379,0.9591813901347518,0,False,False,False
